Restaurant ID,Restaurant Name ID,Country Code,City ID,Address ID,Locality ID,Locality Verbose ID,Longitude,Latitude,Cuisines,Average Cost for two,Currency ID,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating Color ID,Rating Text ID,Votes,Sales (in USD)
305913,2297,1,5,4956,327,49,77.306795,28.65948,Fast Food,250,1,0,0,0,0,1,3.3,4,3,18,422
18313972,2291,1,5,3555,327,49,77.3068973,28.6594042,"Bakery, Desserts",400,1,0,0,0,0,1,3,4,3,4,109
310874,2290,1,5,3457,327,49,77.3065301,28.6595397,Fast Food,200,1,0,0,0,0,1,3.1,4,3,6,164
18332083,2300,1,5,6188,327,49,77.3064258,28.6595258,"Fast Food, North Indian, Chinese",200,1,0,0,0,0,1,3.2,4,3,16,221
304592,2288,1,5,3020,327,49,77.3168615,28.6603647,Street Food,150,1,0,0,0,0,1,2.8,4,3,69,206
18421481,2289,1,5,3431,327,49,77.3065547,28.6596493,South Indian,500,1,0,0,0,0,2,3.3,4,3,11,160
312444,897,1,5,4207,327,49,77.3064966,28.6596561,"Ice Cream, Desserts",400,1,0,1,0,0,1,3.3,4,3,12,258
310858,2299,1,5,5783,327,49,77.3064705,28.6596774,Fast Food,400,1,0,0,0,0,1,2.8,4,3,9,275
310447,2298,1,5,5185,327,49,77.3061657,28.6598026,Chinese,600,1,0,0,0,0,2,2.8,4,3,14,257
304687,2294,1,5,4189,327,49,77.305701,28.6601278,"Chinese, Fast Food",250,1,0,0,0,0,1,3.1,4,3,13,473
18361241,2301,1,5,6847,327,49,77.3169899,28.6604475,"Mughlai, North Indian",650,1,0,0,0,0,2,3,4,3,5,447
18128860,2292,1,5,3821,327,49,77.316909,28.6602285,"North Indian, Chinese",650,1,0,0,0,0,2,3.4,4,3,80,165
310877,2293,1,5,4134,327,49,77.3066672,28.6596084,Fast Food,500,1,0,0,0,0,2,3.4,4,3,24,421
18124373,2296,1,5,4853,327,49,77.3068127,28.6594592,"Chinese, South Indian",200,1,0,0,0,0,1,2.8,4,3,9,333
18429396,2327,1,5,4703,710,52,77.12181085,28.55480667,"North Indian, European",1500,1,1,0,0,0,3,3,4,3,4,392
310063,6325,1,2,7458,367,57,77.5281286,28.4581066,"Cafe, Chinese",500,1,0,0,0,0,2,3.1,4,3,15,179
309641,6327,1,2,7927,367,57,77.5078343,28.4644343,"North Indian, Chinese",800,1,1,0,0,0,2,2.9,4,3,6,454
312214,6326,1,2,7606,367,57,77.5074561,28.4639566,Cafe,600,1,0,1,0,0,2,3.4,4,3,50,405
306688,6328,1,2,8314,367,57,77.5077014,28.4642008,Cafe,450,1,0,0,0,0,1,3.2,4,3,45,445
307843,1191,1,5,5857,531,58,77.2242626,28.5625495,"Italian, Pizza, Fast Food",800,1,0,1,0,0,2,3.2,4,3,51,358
179,650,1,5,5222,531,58,77.2243586,28.5625545,"Fast Food, Burger",500,1,0,1,0,0,2,3.4,4,3,48,457
18421042,2328,1,5,6891,531,58,77.2245776,28.5624498,"Continental, Asian, North Indian",1600,1,1,0,0,0,3,3.4,4,3,19,413
303699,1089,1,14,1155,449,59,77.0420091,28.5114162,Bakery,250,1,0,0,0,0,1,3,4,3,4,199
5915,1090,1,14,1507,449,59,77.0419641,28.5114567,Ice Cream,200,1,0,0,0,0,1,3,4,3,5,405
7076,1091,1,14,1507,449,59,77.0420091,28.5115059,Chinese,200,1,0,0,0,0,1,3,4,3,10,338
300439,1092,1,14,1698,345,62,77.08785083,28.44070881,"Japanese, Thai, Chinese",1200,1,0,1,0,0,3,3,4,3,57,187
18353710,1094,1,14,1850,345,62,77.0757671,28.4418793,"Raw Meats, Fast Food",350,1,0,0,0,0,1,2.9,4,3,4,340
18458334,1093,1,14,1704,345,62,77.0855313,28.4423933,"Pizza, Desserts",500,1,0,1,0,0,2,3.1,4,3,4,181
2600514,720,1,7,256,89,63,0,0,Cafe,600,1,0,0,0,0,2,3.4,4,3,63,327
2600472,719,1,7,248,89,63,77.419399,23.211529,"Cafe, Chinese, North Indian",200,1,0,0,0,0,1,3.3,4,3,51,442
310281,1065,1,5,4423,368,66,77.10154384,28.66894461,"North Indian, South Indian, Chinese, Mithai, Fast Food",500,1,0,0,0,0,2,3.1,4,3,117,470
2300061,2054,1,49,2054,538,67,80.32070833,26.48367222,"Chinese, Fast Food",550,1,0,0,0,0,2,3.3,4,3,148,179
18207831,2334,1,5,4713,442,70,77.238382,28.640954,"Beverages, Fast Food",350,1,0,0,0,0,1,3.1,4,3,7,262
5452,2335,1,5,5878,442,70,77.23196391,28.64244153,"Pizza, Fast Food",500,1,0,0,0,0,2,3,4,3,10,290
2300483,2055,1,49,2060,669,72,80.31356357,26.47161686,"North Indian, Continental, Asian",800,1,0,0,0,0,3,3.3,4,3,51,213
18258778,2337,1,5,2341,204,73,77.1729156,28.6933274,Fast Food,350,1,0,1,0,0,1,2.8,4,3,7,355
8743,874,1,5,4144,204,73,77.1714778,28.6931895,Bakery,200,1,0,0,0,0,1,3,4,3,10,299
6560,2338,1,5,2393,204,73,77.1731452,28.6927118,"North Indian, Street Food",200,1,0,0,0,0,1,2.8,4,3,23,287
6577,2345,1,5,5894,204,73,77.1730055,28.6874254,"North Indian, Mughlai, Chinese",450,1,0,0,0,0,1,3,4,3,5,475
5315,2344,1,5,5597,204,73,77.1721967,28.6942435,"North Indian, Chinese",1000,1,1,0,0,0,3,2.7,4,3,35,330
309503,2348,1,5,7039,204,73,77.1731558,28.6931964,"North Indian, Chinese",700,1,0,0,0,0,2,3,4,3,7,276
3322,2339,1,5,2868,204,73,77.1725562,28.692666,"North Indian, South Indian, Chinese, Fast Food, Mithai",500,1,0,0,0,0,2,2.8,4,3,102,433
300784,2346,1,5,6403,204,73,77.1716576,28.6929381,"Chinese, Fast Food",300,1,0,0,0,0,1,3.2,4,3,74,427
309384,2349,1,5,7210,204,73,77.1855851,28.6738532,"Bakery, Desserts, Fast Food",300,1,0,0,0,0,1,3.1,4,3,9,300
18241609,2341,1,5,3678,204,73,77.1763302,28.6976846,Bakery,200,1,0,0,0,0,1,3.2,4,3,15,167
18430692,2347,1,5,6543,204,73,77.1767631,28.6812819,"North Indian, Chinese, Mughlai",500,1,0,0,0,0,2,3,4,3,4,208
3326,2348,1,5,7040,204,73,77.1736345,28.6873066,North Indian,650,1,0,0,0,0,2,3.2,4,3,22,234
309395,1003,1,5,6305,204,73,77.1729156,28.6873272,"Raw Meats, Fast Food, North Indian",150,1,0,0,0,0,1,3.4,4,3,22,143
5294,2342,1,5,5276,204,73,77.1727344,28.6938333,"Chinese, Fast Food",400,1,0,0,0,0,1,2.7,4,3,17,368
18249102,2340,1,5,3466,204,73,77.1664456,28.6849156,"North Indian, Chinese",600,1,0,0,0,0,2,3.4,4,3,19,334
4651,2343,1,5,5479,204,73,77.1664456,28.6848261,Street Food,200,1,0,1,0,0,1,3.4,4,3,135,236
3329,1531,1,5,7307,479,74,77.1795361,28.6960643,"North Indian, Chinese",350,1,0,1,0,0,1,2.6,4,3,142,154
309,659,1,5,6236,479,74,77.1779476,28.693362,"South Indian, North Indian, Chinese",600,1,0,1,0,0,2,2.7,4,3,278,320
310777,593,1,5,2897,479,74,77.1780375,28.6929229,"Italian, Pizza, Fast Food",1000,1,0,1,0,0,3,3.4,4,3,35,278
18216896,2370,1,5,7340,479,74,77.1782172,28.693567,"North Indian, Chinese, Fast Food",550,1,0,1,0,0,2,2.5,4,3,41,490
310802,2368,1,5,4762,479,74,77.1787198,28.6945328,"Street Food, Chinese, North Indian, Mithai",300,1,0,1,0,0,1,2.9,4,3,29,228
18390678,2369,1,5,6562,479,74,77.1715677,28.6951682,"North Indian, Chinese",1200,1,1,0,0,0,3,3.3,4,3,53,168
1192,1232,1,5,2652,52,75,77.177678,28.6923511,North Indian,300,1,0,0,0,0,1,3,4,3,78,390
310215,2382,1,5,6927,52,75,77.1674237,28.6849542,Bakery,500,1,0,0,0,0,2,3.3,4,3,12,483
18449782,2380,1,5,4568,52,75,77.1835542,28.6872232,"Pizza, Fast Food, Chinese",500,1,0,0,0,0,2,3.4,4,3,17,139
198,685,1,5,3862,52,75,77.1778168,28.6924171,"Pizza, Fast Food",700,1,0,0,0,0,2,3.2,4,3,101,199
18250797,2379,1,5,3264,52,75,77.1778577,28.691831,Bakery,300,1,0,0,0,0,1,3.3,4,3,26,274
310803,2378,1,5,2736,52,75,77.1781273,28.6919464,"North Indian, Mughlai",500,1,0,0,0,0,2,3.1,4,3,10,289
18057820,2381,1,5,6003,52,75,77.1780375,28.6924751,"North Indian, Mughlai",600,1,0,0,0,0,2,3.3,4,3,34,354
3900021,7150,1,23,8843,731,78,83.004504,25.287958,Cafe,450,1,0,0,0,0,2,3.4,4,3,59,201
5992,821,1,35,767,183,86,77.304776,28.4901567,"North Indian, Chinese",500,1,0,0,0,0,2,2.8,4,3,16,295
311053,825,1,35,843,183,86,77.3053835,28.4901198,"Chinese, North Indian, Fast Food",300,1,0,0,0,0,1,3,4,3,4,194
301728,820,1,35,712,183,86,77.3066401,28.4900591,"Chinese, Fast Food, Bakery",250,1,0,0,0,0,1,2.9,4,3,4,144
301730,822,1,35,808,183,86,77.305563,28.4901368,North Indian,150,1,0,0,0,0,1,2.8,4,3,8,291
301729,823,1,35,808,183,86,77.3061016,28.4900979,North Indian,150,1,0,0,0,0,1,2.9,4,3,8,399
301731,824,1,35,808,183,86,77.3057446,28.490062,Bakery,100,1,0,0,0,0,1,2.8,4,3,7,297
3301308,2189,1,59,2289,546,89,79.06428449,21.12420256,Fast Food,500,1,0,0,0,0,2,3.3,4,3,27,191
7150,2391,1,5,6231,33,99,77.23034,28.636706,"North Indian, Chinese",550,1,0,1,0,0,2,3.1,4,3,68,123
588,2390,1,5,5499,33,99,77.2321162,28.6297135,"North Indian, South Indian, Street Food, Mithai",600,1,0,1,0,0,2,3.3,4,3,421,419
1914,2388,1,5,2909,33,99,77.231938,28.6297833,"North Indian, South Indian, Chinese, Street Food, Mithai",400,1,0,1,0,0,1,3.4,4,3,560,230
6286,2387,1,5,2871,33,99,77.2319679,28.6295216,"North Indian, South Indian, Chinese",550,1,0,0,0,0,2,3.2,4,3,70,325
18294263,2389,1,5,4767,33,99,77.2321395,28.6296552,"Bakery, Mithai",200,1,0,0,0,0,1,3,4,3,4,145
18412878,1633,1,5,4000,33,99,77.22947,28.637044,"North Indian, Fast Food",600,1,0,1,0,0,2,2.8,4,3,11,300
18344490,1541,1,5,3623,33,99,77.2322198,28.6291908,"North Indian, Fast Food",600,1,0,1,0,0,2,3.4,4,3,38,279
18163907,881,1,5,3135,33,99,77.22546157,28.62981784,Cafe,450,1,0,0,0,0,1,2.9,4,3,4,267
7354,881,1,5,3136,293,103,77.16410805,28.55860308,Cafe,450,1,0,0,0,0,1,3.2,4,3,49,176
303472,2402,1,5,4250,293,103,77.16345278,28.55915278,"Japanese, Chinese, Malaysian, Thai, Vietnamese",1700,1,0,1,0,0,3,3.3,4,3,60,333
2134,1859,1,5,7020,293,103,77.16335401,28.55749052,"Fast Food, North Indian",300,1,0,1,0,0,1,2.8,4,3,23,207
304211,2401,1,5,4494,293,103,77.16416739,28.55803178,North Indian,1200,1,1,0,0,0,3,2.9,4,3,11,289
262,593,1,5,5848,293,103,77.16408022,28.55750937,"Italian, Pizza, Fast Food",1000,1,0,1,0,0,3,3.1,4,3,161,141
4621,1186,1,5,6743,293,103,77.16383245,28.55735771,"Bakery, Fast Food",800,1,0,0,0,0,2,3,4,3,67,120
7352,685,1,5,3863,293,103,77.16454592,28.55759742,"Pizza, Fast Food",700,1,0,0,0,0,2,3.3,4,3,90,148
9267,2400,1,5,3500,293,103,77.16399444,28.55882222,"Chinese, Fast Food",400,1,0,0,0,0,1,2.9,4,3,7,245
2200011,661,1,42,113,423,104,74.884359,31.64362,"North Indian, Chinese",700,1,0,0,0,0,2,3.4,4,3,345,358
3935,2406,1,5,3111,255,113,77.1799244,28.6963277,"Italian, Continental",1000,1,1,1,0,0,3,2.9,4,3,120,272
4166,2407,1,5,6125,255,113,77.1800463,28.6962508,Chinese,1500,1,1,1,0,0,3,3.4,4,3,137,498
5904,1110,1,14,1221,753,114,77.0347151,28.4580879,Japanese,1500,1,1,0,0,0,3,2.8,4,3,13,380
5876,1111,1,14,1518,753,114,77.0349627,28.4582412,"North Indian, Chinese, Continental",2500,1,1,0,0,0,4,2.9,4,3,15,189
5227,2409,1,5,2530,754,115,77.1271685,28.5488265,"North Indian, Chinese, Continental",1500,1,1,0,0,0,3,2.7,4,3,9,119
3900158,7152,1,23,8830,756,121,0,0,"Chinese, North Indian",650,1,0,0,0,0,3,3.2,4,3,60,282
1862,2410,1,5,3004,487,122,77.1884602,28.5677783,"North Indian, Street Food",300,1,0,1,0,0,1,2.6,4,3,38,371
2236,2412,1,5,5261,487,122,77.1882805,28.5682092,"Mithai, North Indian",200,1,0,0,0,0,1,2.8,4,3,4,122
6394,1289,1,5,5983,487,122,77.1883704,28.5680386,North Indian,250,1,0,0,0,0,1,2.8,4,3,11,310
2608,2414,1,5,6606,487,122,77.1884696,28.567558,South Indian,150,1,0,0,0,0,1,3.1,4,3,14,239
1867,2413,1,5,6574,487,122,77.1872056,28.5682072,"North Indian, Mughlai",250,1,0,0,0,0,1,3,4,3,11,303
4150,887,1,5,5603,487,122,77.18884371,28.56747782,"Fast Food, North Indian, Desserts, Ice Cream",1100,1,0,1,0,0,3,2.5,4,3,98,164
819,2411,1,5,5087,487,122,77.1870054,28.5692067,"Chinese, Japanese, Thai",2000,1,1,0,0,0,4,3.2,4,3,59,386
18458563,2160,1,11,2258,1130,135,72.8413473,19.2238399,"Healthy Food, American, Burger, Salad",850,1,1,0,0,0,2,3.4,4,3,170,272
312573,6330,1,2,7882,82,137,77.3325771,28.5698988,"North Indian, Chinese, Fast Food, Street Food",300,1,0,0,0,0,1,3.1,4,3,47,286
8597,1115,1,14,1741,256,167,77.1010965,28.4426964,Lebanese,500,1,0,1,0,0,2,3.4,4,3,225,385
227,685,1,14,1290,256,167,77.1010066,28.4428671,"Pizza, Fast Food",700,1,0,0,0,0,2,3.4,4,3,104,375
3449,651,1,14,1790,256,167,77.1009167,28.4430378,"American, Fast Food, Salad, Healthy Food",500,1,0,1,0,0,2,2.5,4,3,150,343
3446,897,1,14,1371,256,167,77.1009167,28.4430378,"Ice Cream, Desserts",400,1,0,1,0,0,1,3.4,4,3,70,484
300100,1114,1,14,1663,256,167,77.1007369,28.4431102,"Italian, Pizza, Lebanese",900,1,1,1,0,0,2,3.3,4,3,218,163
18365849,1113,1,14,1045,256,167,77.1006623,28.4434069,Biryani,600,1,0,1,0,0,2,3.4,4,3,36,118
3695,6334,1,2,7789,332,168,77.32315633,28.56812092,"Asian, Continental, Italian, North Indian",2600,1,1,0,0,0,4,3,4,3,579,162
3600252,2172,1,73,2268,518,171,76.65487778,12.31107222,Andhra,290,1,0,0,0,0,1,3.4,4,3,139,358
848,2423,1,5,3507,17,172,77.1917436,28.5842927,"Chinese, North Indian, Seafood",700,1,0,0,0,0,2,2.8,4,3,31,290
850,1419,1,5,3507,17,172,77.1917845,28.5841379,"Chinese, North Indian",700,1,0,0,0,0,2,3.1,4,3,10,473
847,2428,1,5,4995,17,172,77.1916947,28.5843085,"Chinese, North Indian",900,1,0,0,0,0,2,3.4,4,3,60,125
